,doi,chunk,abstract_bool,text,definition_bool,table_bool,definition
132,definitions3,14,True,"## Bacterial Community Composition and Temporal Variations
The most abundant pond water phyla were Actinobacteria, Proteobacteria, and Bacteroidetes in all samples, however, their average relative abundance fluctuated over the time course and between filter pore sizes (Figure 1A and Supplementary Table S1, S2). For instance, Actinobacteria was significantly (p < 0.05) higher at all time points in the 0.2 µm fraction, whereas Chloroflexi, Firmicutes, Cyanobacteria, and Proteobacteria were significantly higher in the 1 µm fraction at all time points (Figure 1A and Supplementary Table S1). From October to December in both fractions the relative abundance of Bacteroidetes increased significantly (p < 0.05), whereas TM7 and Cyanobacteria decreased (Supplementary Table S2).",False,False,
133,definitions3,15,True,"At the genera level, summarized via QIIME, there were 31 taxa that were greater than 1% in at least one sample (Figure 1B). Of these, 8 had a significantly (p < 0.05) higher relative abundance at all time points in the 0.2 µm fraction than the 1 µm fraction (ACK.M1, Limnohabitans, Microbacteriaceae, Sediminibacterium, Polynucleobacter, Actinomycetales, Cytophagaceae, ZB2), while six  were significantly (p < 0.05) greater in the 1 µm fraction compared to the 0.2 µm fraction (Synechococcus, Chitinophagaceae, Dolichospermum, Rhizobiales, SC.I.84, Gemmataceae) (Figure 1B and Supplementary Table S3). Moreover, within each fraction there were significant (p < 0.05) changes in the relative abundance of the bacterial taxa over the sampling period (Figure 1B and Supplementary Table S4). For instance, in the 1 and 0.2 µm fractions, ACK.M1, Fluviicola, Sphingomonadales, Dolichospermum, Flavobacterium, Bacteroidetes, SC.I.84, and Betaproteobacteria increased significantly (p < 0.05) from October to December, while C111, Synechococcus, Chitinophagaceae, Rhodoluna, Actinomycetales, Rhodobacter, Rhizobiales, Mycobacterium, Rhizobiales, SC3, and Gemmataceae decreased significantly (p < 0.05). In addition to the taxa above, in the 1 µm fraction there was also a significant (p < 0.05) increase in Comamonadaceae and Polynucleobacter and a significant decrease in Sphingobacteriales and OD1 between the October and December sampling dates. For the 0.2 µm fraction, there was also a significant (p < 0.05) increase in the relative abundance of Sediminibacterium, Cytophagaceae, ZB2, and ABY1 between the October and December sampling dates.",False,False,
134,definitions3,16,True,"## Relationships Between Water Characteristics and Bacterial Abundance
Despite the small sample size (n = 3), several bacterial phyla showed significant correlations (p < 0.05) with the measured water characteristics (Supplementary Figure S1A). In both filter fractions, the relative abundance of Actinobacteria was negatively correlated with the level of dissolved oxygen. In just the 1 µm fraction, the relative abundance of Verrucomicrobia and Proteobacteria were positively correlated with dissolved oxygen and pH, respectively, while TM7 was positively correlated with both water temperature and turbidity. In addition, in just the 0.2 µm fraction, the relative abundance of Firmicutes showed positive correlations with pH and oxidation/reduction. Conversely, the relative abundance of Bacteroidetes, TM7, and OD1 were negatively related to, chloride, pH, and nitrate, respectively (p < 0.05). At the genera level in both filter fractions, Synechococcus was positively correlated with nitrate (Supplementary Figure S1B).## Bacterial Alpha Diversity
Alpha diversity was computed for Observed OTUs and Shannon diversity and tested for significance between filter size and over time within each fraction (Figure 2).Despite the 0.2 µm fraction containing significantly higher levels of some of the dominant genera, the 1 µm fraction had a significantly higher Shannon index and observed OTU value in the November and December (p < 0.05) samples (Figure 2). When testing within each fraction over time, the Shannon index values in the 1 µm fraction were significantly (p < 0.05) higher in October than November. In the 0.2 µm fraction the Shannon index values were significantly higher in October than both November and December (Figure 2). However, the Observed OTU values in the 1 µm fraction were significantly higher in December than both October and November, while in the 0.2 µm fraction December was only significantly higher than November.",False,False,
135,definitions3,17,True,"## Bacterial Beta Diversity
Beta diversity comparisons using PCoA plots of Bray-Curtis distances computed for all samples revealed significant clustering by date (R = 0.94, p = 0.001) along axis 1, which accounted for nearly 45% of the variation (Figure 3). Samples along axis 2 (17% of the variation) appeared to cluster by filter size (1 µm vs. 0.2 µm). This trend was also observed both utilizing weighted (R = 0.7458, p = 0.001) and unweighted (R = 0.8524, p = 0.001) PCoA plots of beta diversity measured using (A) Bray-Curtis, (B) Weighted UniFrac, and (C) Unweighted UniFrac. Shape denotes filter pore size, either 1 µm (circle) or 0.2 µm (triangle), and color denotes month when water was sampled, October (green), November (blue), and December (red). Ellipses are drawn at 95% confidence intervals for each month.UniFrac (Figure 3) distances. Additionally, within each date, samples clustered by filter pore size: December (R = 1, p = 0.022), November (R = 1, p = 0.022), and October (R = 1, p = 0.029) (Supplementary Figure S2).",False,False,
136,definitions3,18,True,"## Core OTUs
There were 277 core OTUs present in the farm pond water over the 3 months across both fractions (Figure 4). These were largely Actinobacteria (127 OTUs), followed by: Proteobacteria (82 OTUs), Bacteroidetes (43 OTUs), TM7 (9 OTUs), OD1 (4 OTUs), Verrucomicrobia (2 OTUs), Firmicutes (2 OTUs), Chloroflexi (2 OTUs), Cyanobacteria (1 OTU), WS5 (1 OTU), SR1 (1 OTU), GN02 (1 OTU), Fusobacteria (1 OTU), and Chlamydiae (1 OTU). For the 0.2 µm fraction, there was a unique core of 152 OTUs, largely Actinobacteria (90 OTUs), followed by Proteobacteria (33 OTUs), and Bacteroidetes (23 OTUs), Verrucomicrobia (2 OTUs), TM7 (1 OTU), GN02 (1 OTU), Chlamydiae (1 OTU), and Spirochaetes (1 OTU). The unique core for the 1 µm fraction was more diverse in bacterial phyla compared to the 0.2 µm. It consisted largely of Proteobacteria (78 OTUs), followed by Actinobacteria (16 OTUs), Bacteroidetes (16 OTUs), Cyanobacteria (6 OTUs), Firmicutes (6 OTUs), Chloroflexi (5 OTUs), TM7 (5 OTUs), Planctomycetes (4 OTUs), Acidobacteria (4 OTUs), Verrucomicrobia (3 OTUs), Gemmatimonadetes (2 OTUs), OD1 (1 OTU), and WS5 (1 OTU).",False,False,
137,definitions3,19,True,"When looking at the core bacterial taxa at a lower taxonomic level, in the 0.2 µm fraction the Actinobacteria OTUs were dominated by Actinomycetales ACK-M1 (70%), followed by Rhodoluna (4%) under the family Microbacteriaceae (Supplementary Figure S3B). The Proteobacteria were largely Limnohabitans (24%) and Polynucleobacter (30%) and the Bacteroidetes were Sediminibacterium (22%) and a large unclassified family of Cytophagaceae (35%) (Supplementary Figure S3B). Within the unique core of the 1 µm fraction, the only prominent genus of the Proteobacteria was Rhobacter at 5%, followed by Novosphingobium at 3% and 17 other genera (each at 1%) (Supplementary Figure S3A). At a higher taxonomic level, a family of largely unclassified Rhizobiales was also abundant (23%). The Actinobacteria were dominated by Acidimicrobiales C111 (25%), Solirubrobacterales (13%), and a large proportion of mostly unclassified Actinomycetales (44%). Finally, in the Bacteroidetes phylum of the 1 µm fraction there was mostly Fluviicola at 13%, as well as Leadbetterella, Runella, and Sediminibacterium, which were each at 6%.",False,False,
138,definitions3,20,True,"## Shotgun Sequencing Effort and Assembly
Each sample from the viral fraction was sequenced on the Illumina HiSeq for a total of 89,645,509 read pairs (35,522,822 from October;32,988,451 from November;21,134,236 from December). We assembled the reads from all sampling dates to construct a total of 872,200 contigs (272,687 from October; 409,758 from November; 189,755 from December). The mean contig length was 593 nucleotides in October (range from 55 to 366,802 nucleotides), 641 in November (range from 55 to 286,691 nucleotides), and 655 in December (range from 55 to 331,733 nucleotides). The GC content was similar among the three sampling dates: October (Mean 46.51%, Median 45.42%); November (Mean 46.18%, Median 45.59%); and December (Mean 46.12%, Median 45.21%).",False,False,
139,definitions3,21,True,"## Viral Taxonomic Composition and Abundance
Similar to other studies, a large portion of the assembled contigs within the viral fraction had no known homologs (42% October, 51% November, and 42% December could be assigned taxonomy) (Krishnamurthy and Wang, 2017). For those that did have a hit we calculated the normalized abundance. From this we found that 47% (October), 27% (November), and 53% (December) of the assigned taxonomic composition were homologous to viruses; the vast majority of which were from the dsDNA bacteriophage Caudovirales (99%, 98%, and 99%) (Figure 5A). Within the Caudovirales, Siphoviridae dominated at all time points followed by Myoviridae and then Podoviridae. Other viral categories included those homologous to ssDNA viruses Inoviridae, dsDNA viruses Tectiviridae, Ligamenvirales, Bicaudaviridae, and other unclassified bacteriophage (Figure 5A). For the dominant viral families (Podoviridae, Siphoviridae, and Myoviridae), there were no water characteristic that significantly correlated with their abundances; however, there were several bacterial taxa whose relative abundance correlated with the abundance of the dominant viral families (Supplementary Figure S4). For instance, at the phylum level the relative abundance of OD1 in the 1 µm fraction negatively correlated with the abundance of Siphoviridae, while in the 0.2 µm the relative abundance of TM7 negatively correlated with the abundance of Podoviridae (Supplementary Figure S4).",False,False,
140,definitions3,22,True,"## Viral Functional Composition
ORFs from the virus-assigned contigs were functionally annotated using the SEED Subsystems (Overbeek et al., 2005). Again, to compare these viral categories across the 3 months, we calculated the normalized abundance for each of the ORFs assigned to the SEED functional categories (Figure 5B). While ORFs homologous to virulent genes were present (e.g., Multidrug Resistance Efflux Pumps, Zinc Resistance, Copper Homeostasis) they were not abundant within the time period. The majority (93% October, 80% November, and 92% December) were Phage Elements, defined by the SEED subsystem hierarchy (Overbeek et al., 2005) as either ""Phages, Prophages, Transposable elements, "" which were largely phage structural genes (e.g., capsid, scaffolding) or ""Phages, Prophages, Transposable elements, and Plasmids, "" which were genes related to phage replication and packaging (e.g., terminase, integrase, helicase, primase). This was followed by ""Nucleosides & Nucleotides"" (4% October, 6% November, and 5% December), which were largely genes involved in ribonucleotide reduction.",False,False,
141,definitions3,23,True,"## Viral Marker Gene: Polymerase A
A total of 842 confirmed Pol I peptides were extracted from our assembled pond water viromes (271 October, 320 November, and 251 December). From these, only 228 spanned the region of interest and were included in the phylogenic analysis: 68 in October, 83 in November, and 77 in December. The phylogenetic analysis (Figure 6) showed that the Pol I peptides grouped largely by their 762 position, whereas the sampling dates were distributed among the different clades. Again, to compare the Pol Is we calculated the normalized abundance for each. While the majority of Pol I peptides had the Leu substitution at the 762 site (184), followed by Tyr ( 27) and then the wildtype Phe (17), the clade at the highest abundance was those with the wildtype Phe mutation. Because this clade was so abundant, we used BLASTp to assess the top hit, which were uncultured bacteriophage from the Dry Tortugas surface water (Schmidt et al., 2014) and the seawater collected from the deep chlorophyll maximum of the Mediterranean Sea (Mizuno et al., 2013) (E value < 1e-300).",False,False,
142,definitions3,24,True,"## DISCUSSION
While ponds represent a potential source of irrigation water, provided adequate filtering and monitoring technologies are employed, it is important to keep in mind their role in the ecosphere. Their small size and shallow depth enables a complex community of aquatic plants and macroinvertebrate species, as well as an interacting community of microorganisms.However, changing water levels and anthropogenic factors associated with irrigation systems may interrupt the delicate balance of microbial life, which can ultimately impact higher trophic levels. Therefore, it is critical to carefully manage our use, or contamination, of these systems in search of irrigable water.Here, the studied pond was dominated by Actinobacteria, Proteobacteria, and Bacteroidetes, common phyla found in most freshwater lakes (Newton et al., 2011). However, as the late season progressed there appeared to be changes in the bacterial community composition that correlated with specific environmental factors. For instance, Actinobacteria fluctuated throughout the sampling period, and was negatively correlated with the percentage of dissolved oxygen (Figure 1A and Supplementary Figure S1A). A previous study of the Luhuitou fringing coral reef also reported a negative correlation between dissolved oxygen and the abundance of several Actinobacteria species that may be due to their anaerobic capabilities (Kuang et al., 2015). This relationship may help to explain the fluctuations in freshwater Actinobacteria abundances and diversity described in other seasons (Allgaier and Grossart, 2006). At a lower taxonomic level, the relative abundance of Synechococcus decreased significantly throughout the late season (Figure 1B and Supplementary Table S4). This is not surprising as the growth rate of Synechococcus is known to decrease with temperature and nitrogen levels, which occurred during the sampling period (Sakamoto andBryant, 1997, 1999).",False,False,
143,definitions3,25,True,"While the changes in relative abundance described above were apparent in both filter fractions (1 and 2 µm), there were differences in alpha diversity, beta diversity, and core bacterial composition between the two fractions (Figures 123and Supplementary Figure S1). For instance, the 0.2 µm core microbiota was dominated by Actinobacteria, largely Actinomycetales ACK-M1, a known representative in most freshwater habitats (Van der Gucht et al., 2005) and free-living Proteobacteria, Limnohabitans, and Polynucleobacter, (Hahn et al., 2005(Hahn et al., , 2010;;Šimek et al., 2010) (Figure 4 and Supplementary Figure S3). Whereas, the core of the 1 µm filter fraction was dominated by a diverse set of Proteobacteria, largely of the order Rhizobiales and Rhodobacteriales, previously found to dominate the particle-associated fraction in a marine pelagic trench (Eloe et al., 2011) (Figure 4 and Supplementary Figure S3).",False,False,
144,definitions3,26,True,"Furthermore, the bacterial richness was significantly higher in the 1 µm fraction in December and November (Figure 2). This suggests that the diversity of the large/attached bacteria recovered from the 1 µm filter were greater in the later months (November and December) compared to the smaller/free-living bacterial communities of the 0.2 µm filter. This increased diversity in the larger fraction agrees with studies investigating the differences between the particle-associated and free-living bacteria in other aquatic systems, such as the Baltic and Mediterranean Seas (Crespo et al., 2013;Rieck et al., 2015). While the alpha diversity trends were similar between the two filter fractions, the increasing richness was more prominent in the 1 µm filter fraction (Figure 2). There can be several factors that may influence this discrepancy in temporal diversity, such as changing protozoan grazing rates and/or viral lysis impacting the microbial food web (Šimek et al., 1999;Hahn and Höfle, 2001;Weinbauer et al., 2007). Additionally, it can be suggested that the attached/large bacteria of the 1 µm fraction may have been better equipped to compete in an environment of decreased water temperature, nitrate, and chloride levels (Figure 1). In fact, previous studies have reported particleassociated bacteria have larger genomes compared to streamlined free-living bacteria (Smith et al., 2013). This reservoir of genetic material may allow for a more adaptive lifestyle in the face of changing conditions, competing bacterial populations and predators.",False,False,
145,definitions3,27,True,"The viral fraction was dominated by sequences homologous to the tailed, double stranded DNA bacteriophage of the order Caudovirales (Figure 5A). Within the Caudovirales order, however, the family of generally temperate Siphoviruses was the most abundant at each time point (Figure 5A). This is in contrast to other freshwater systems, where Myoviruses and Podoviruses (Lakes Ontario, Erie, Matoaka, and Michigan (Fancello et al., 2013;Green et al., 2015;Mohiuddin and Schellhorn, 2015) were found to dominate. Conversely, Siphoviruses were reported to be abundant in sediments (Breitbart et al., 2004) and terrestrial subsurface environments (Edwards and Rohwer, 2005). Siphovirus abundance within the pond water sampled here may reflect the pond's unique topology compared to larger lakes. Ponds and small lakes have a higher terrestrialaquatic interchange than larger freshwater systems due to their close contact with the adjacent terrestrial environment (Palik et al., 2001;Søndergaard et al., 2005). This large littoral zone may promote the influx of terrestrial/sediment Siphoviruses. Additionally, because the dominant lifecycle of cultured Siphoviruses (Suttle, 2005) is lysogenic, their abundance may be indicative of environmental stress, (e.g., changes in nutrients, pH or temperature) activating the lytic-lysogenic switch and thus increasing their presence in the free phage fraction (McDaniel et al., 2002). This agrees with the phylogenetic analysis of the informative viral marker gene family A DNA polymerase, polA (Pol I protein). In this case, the Pol I proteins were temporally persistent and dominated by the Leu762 mutation, suggested to be indicative of temperate phage (Figure 6) (Schmidt et al., 2014).",False,False,
146,definitions3,28,True,"This abundance of temperate phage is important to note as they can alter the genetic architecture of their hosts, which can in turn influence the surrounding microbial community and environment. For instance, temperate phage can transduce bacterial DNA and potentially alter host biology, such as maintaining host photosynthesis during infection or encoding virulence and antibiotic resistance genes (Wagner and Waldor, 2002;Lindell et al., 2004;Balcazar, 2014). In this case, while present, genes involved in virulence/antimicrobial resistance were not enriched within the viral fraction during the study period (Figure 5B). However, the samples did contain a high abundance of genes involved in Nucleosides & Nucleotides production, largely ribonucleotide reduction genes. This is not surprising as ribonucleotide reductases (RNRs) have been observed frequently within aquatic viral metagenomic libraries and namely in Myoviruses (Angly et al., 2006;Bench et al., 2007;Wommack et al., 2015).From these data we were able to characterize the bacterial and viral taxonomic and functional components within an agricultural pond over time. In several cases, we observed the abundance of the dominant viral families correlated with the relative abundance of bacterial taxa. However, more work is necessary to track and model these interacting species. A more thorough analysis connecting phage with their hosts, such as through the use of the Clustered regularly interspaced short palindromic repeats (CRISPR) system, is warranted to provide a more nuanced assessment of their relationship in pond water and potential impact in the microbial food web (e.g., viral shunt). Additionally, other parameters like phosphate, dissolved organic carbon, chlorophyll concentration, and protozoan grazing rates might also exert some influence on the temporal dynamics observed here and should be included in future studies of freshwater ponds. Overall, this analysis serves as a baseline of the diversity and dynamics of three distinct microbial fractions in agricultural pond water.",False,False,
147,definitions3,29,True,"### FIGURE 1 |
**Caption:** FIGURE 1 | Bacterial community composition and diversity of 1 and 0.2 µm filter fractions over time. (A) Stacked bar chart of the relative abundance of the bacterial community composition at the phylum level within pond samples from each month (October, November, and December) and each filter fraction. (B) Heatmap based on the relative abundance of the bacterial community composition at the genus level. Displayed are genera or lowest available taxonomic assignments representing more than 1% in at least one of the pond samples. Pooled samples are clustered using Manhattan distance. Color key depicts the spectrum of relative abundance with a histogram of the counts of individual values.### FIGURE 2 |
**Caption:** FIGURE 2 | Alpha diversity for each filter fraction in late season pond water. Bar charts of alpha diversity measured using (A) Shannon index and (B) Observed OTUs. Color denotes filter pore size, either 1 µm (orange) or 0.2 µm (blue). Pairwise significance between filter size denoted by brackets within graph for each date. Significance within each filter among time points denoted by lines at bottom of the figure. Error bars denote standard deviation.### FIGURE 3 |
**Caption:** FIGURE 3 | Beta diversity for each filter fraction in late season pond water.PCoA plots of beta diversity measured using (A) Bray-Curtis, (B) Weighted UniFrac, and (C) Unweighted UniFrac. Shape denotes filter pore size, either 1 µm (circle) or 0.2 µm (triangle), and color denotes month when water was sampled, October (green), November (blue), and December (red). Ellipses are drawn at 95% confidence intervals for each month.### FIGURE 4 |
**Caption:** FIGURE 4 | Core OTUs for 1 and 0.2 µm filter fractions. (A) Venn diagram depicting the unique and shared OTUs that occurred in 100% of samples in the 1 µm (orange) and 0.2 µm (blue) filter fractions. (B) Stacked bar charts of the percentage of OTUs assigned each phylum within the shared and unique cores.",False,False,
148,definitions3,30,True,"### FIGURE 5 |
**Caption:** FIGURE 5 | Viral taxonomy and function for each sampling date. Bar plots comparing the normalized abundance of viruses with homology to known (A) viral taxa and (B) functional SEED categories. Bar color denotes month when water was sampled, October (green), November (blue), and December (red). Phage elements refer to the SEED functional category ""Phages, Prophages, Transposable elements"" and Phage, Plasmids, etc. denote the SEED functional category ""Phages, Prophages, Transposable elements, Plasmids."" Abundance determined by calculating coverage/Gbp reads mapped.### FIGURE 6 |
**Caption:** FIGURE 6 | Phylogenic tree of viral Pol I peptides for each sampling date. Unrooted maximum likelihood tree with 100 bootstrap replicates of representative Pol I peptide sequences. Branches and inner ring colored by 762 position residues, Phe762 (orange), Tyr762 (pink), and Leu762 (purple). Radial bar chart represents the log 2 -normalized abundance of each peptide (coverage/Gbp reads mapped) and is colored by sampling date, October (green), November (blue), and December (red).",False,False,
149,definitions3,31,True,"### TABLE 1 |
**Caption:** Agricultural pond water characteristics during sampling period.Water property | October | November | December
Ambient temp. (C) | 17.2 | 12.2 | 3.9
Water temp. (C) | 19.8 | 10.9 | 7.4
PH | 7.7 | 7.56 | 8.08
Dissolved oxygen (%) | 116.4 | 96.4 | 117.7
Nitrate (mg/L) | 0.63 | 0.26 | 0.19
Chloride (mg/L) | 13.8 | 13.3 | 7.9
Turbidity (FNU) | 30.2 | 9.6 | 3.4
Precipitation  † (in.) | 0 | 0 | 0.2
Conductivity (SPC uS/cm) | 158.9 | 160.8 | 167.1
Oxidation/reduction (mV) | 189.7 | 159.8 | 243.9## AUTHOR CONTRIBUTIONS
JC performed processing of water samples following collection, conducted the majority of the bioinformatic and biostatistical analyses following sequence processing, and wrote and edited the manuscript. DN performed metagenomic assemble and abundance calculations. SA and AB participated in the sample collection and aided in DNA extraction. AS and EM contributed to the study design, protocol development, data analysis and interpretation, and manuscript preparation. All authors read, edited, and approved the final manuscript.## SUPPLEMENTARY MATERIAL
The Supplementary Material for this article can be found online at: https://www.frontiersin.org/articles/10.3389/fmicb.  2018.00792/full#supplementary-material",False,True,
150,definitions3,32,True,"## Conflict of Interest Statement:
The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.Copyright © 2018 Chopyk, Allard, Nasko, Bui, Mongodin and Sapkota. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.",False,False,
151,fake3,-1,False,,,,
152,lakes1,-1,True,,,,
153,lakes1,0,True,"# Lake metabolism scales with lake morphometry and catchment conditions
## Abstract
We used a comparative data set for 25 lakes in Denmark sampled during summer to explore the influence of lake morphometry, catchment conditions, light availability and nutrient input on lake metabolism. We found that (1) gross primary production (GPP) and community respiration (R) decline with lake area, water depth and drainage ratio, and increase with algal biomass (Chl), dissolved organic carbon (DOC) and total phosphorus (TP);(2) all lakes, especially small with less incident light, and forest lakes with high DOC, have negative net ecosystem production (NEP \ 0); (3) daily variability of GPP decreases with lake area and water depth as a consequence of lower input of nutrients and organic matter per unit water volume; (4) the influence of benthic processes on free water metabolic measures declines with increasing lake size; and (5) with increasing lake size, lake metabolism decreases significantly per unit water volume, while depth integrated areal rates remain more constant due to a combination of increased light and nutrient limitation. Overall, these meta-parameters have as many significant but usually weaker relationships to whole-lake and benthic metabolism as have TP, Chl and DOC that are directly linked to photosynthesis and respiration. Combining water depth and Chl to predict GPP, and water depth and DOC to predict R, lead to stronger multiple regression models accounting for 57-63% of the variability of metabolism among the 25 lakes. It is therefore important to consider differences in lake morphometry and catchment conditions when comparing metabolic responses of lakes to human impacts.",False,False,
154,lakes1,1,True,"## Introduction
Research on lake metabolism has shown that gross primary production (GPP), respiration (R) and net ecosystem production (NEP = GPP -R) vary considerably among lakes and over time within lakes (Cole et al. 2000;Hanson et al. 2006;Staehr and Sand-Jensen 2007;Staehr et al. 2010a). Many lakes have a negative NEP and most release CO 2 to the atmosphere. This is due to the considerable supply and substantial degradation of allochthonous organic material from the surrounding landscape (Sand-Jensen and Staehr 2007Staehr , 2009)). While day-to-day differences in metabolism within a lake are primarily driven by changes in light, temperature and vertical mixing (Hanson et al. 2006;Staehr and Sand-Jensen 2007), long-term differences in metabolism between lakes are strongly related to changes in concentrations of total phosphorus (TP), phytoplankton chlorophyll (Chl) and dissolved organic carbon (DOC) (Sand-Jensen andStaehr 2007, 2009). Thus, autotrophic lakes (NEP [ 0) typically have high TP, high Chl and low DOC concentrations, whereas the most heterotrophic lakes have low TP, low Chl and high DOC (Hanson et al. 2003;Sand-Jensen and Staehr 2007).",False,False,
155,lakes1,2,True,"Lake morphometry (surface area and depth), catchment properties (geology, size and land use) and hydrology have a strong influence on lake temperature, physical mixing, nutrient concentrations, DOC, Chl and transparency (Fee et al. 1996;Hanson et al. 2007;No ˜ges 2009), suggesting that these conditions operate as meta-parameters with an indirect but potentially strong effect on lake metabolism. Implicit scaling of lake productivity to lake size has been considered for decades (Thienemann 1927;Brylinsky and Mann 1973;Fee et al. 1992), and location in forests or open landscapes is also known to affect metabolism (Tranvik 1992;del Giorgio and Peters 1994;Sand-Jensen andStaehr 2007, 2009). Thus, lake area is statistically positively related to wind exposure, water depth and mixing depth and inversely related to external input of nutrients and DOC per water volume and surface area (e.g., Brylinsky and Mann 1973;Duarte and Kalff 1989;Fee et al. 1996). Drainage ratio (catchment area:lake area) is positively related to external input of nutrients, CO 2 and DOC (Gergel et al. 1999). Forest cover is negatively correlated with nutrient input and incoming irradiance for small lakes and positively correlated with DOC input and light attenuation by coloured DOC (Xenopoulos et al. 2003;Sand-Jensen and Staehr 2007).In contrast to the substantial literature on the importance of meta-parameters for lake chemistry and physics, there are few comparative measurements of whole-lake metabolism, for a sufficiently large number of lakes, to evaluate the importance of lake size and catchment conditions on whole-lake metabolism and atmospheric CO 2 exchange. This study investigates the effect of these meta-parameters on GPP, R and NEP, and compares their role with that of traditional direct drivers of metabolism (i.e., Chl, DOC, light and temperature). Our general expectation is that meta-parameters are significant though probably not as strong predictors of GPP, R and NEP as the intrinsic variables directly involved in metabolic processes. If so, more general predictive models can be derived and new understanding of control mechanisms can be obtained.",False,False,
156,lakes1,3,True,"Our first specific prediction is that both volumetric GPP and R should decline with increasing lake area, water depth and drainage ratio, as the concentrations and input of nutrients and DOC decrease (No ˜ges 2009). Although light availability decreases with increasing depth of the photic zone, light availability, is, however, expected to be similar across lake sizes as lower inputs of light absorbing material and greater mixing depth in larger lakes should cause mean light availability to remain similar among lakes of different sizes. Areal rates of GPP integrated over the entire water column is therefore expected to vary little with lake size, and the influence of lake size for GPP expected to be higher for volume specific rates.Our second specific prediction is that small lakes should have higher DOC input and concentrations and be more net heterotrophic (NEP \ 0) than large lakes and that forest lakes should be more net heterotrophic than lakes in open landscapes. Small lakes have a greater contact and possibility of exchange of organic material with the terrestrial landscape along its periphery relative to lake surface area than large lakes. Forest lakes have a direct transfer of litter from the surrounding tree vegetation, receive less light for photosynthesis on the lake surface and have higher DOC concentrations in the water column competing with photosynthetic pigments for available photons causing mean light availability to remain low despite of a shallow mixed depth (Staehr et al. 2010a). Conversely, reduced input of DOC in larger lakes should favour positive NEP as mean light availability for primary production is the same but less allochthonous material is supplied for bacterial oxygen consumption. A final mechanism may restrict benthic photosynthesis relative to respiration in small forest lakes, namely the typical organic-rich sediments of flocculated humic material of low mass density that is physically instable for microalgae and unfavourable for growth of rooted plants (Barko and Smart 1986;Sand-Jensen et al. 2005).",False,False,
157,lakes1,4,True,"Our third specific prediction is that the contribution of benthic processes to whole-lake metabolism declines with increasing water depth. Because light penetration to sediments decreases with water depth, the benthic primary production should be more constrained by water depth than respiration and this should be particularly so in forest lakes with high DOC concentrations and poor light conditions. To the extent that lake depth and lake area are correlated, the role of benthic processes should also decline with increasing lake area, while surrounding forest vegetation may stimulate benthic R but impede GPP and NEP.Our fourth specific prediction is that the day-to-day variability of lake metabolism should decline with increasing lake area and depth. Measurements of wholelake metabolism were performed over 1 week in each lake for subsequent comparison among all 25 lakes. This duration permits reliable calculations of mean daily metabolism and mean values for other physical, chemical and biological properties (Hanson et al. 2003;Staehr and Sand-Jensen 2007). Moreover, 1 week measurements permit calculation of daily variability of metabolic parameters and their relationship to meta-parameters and within-lake parameters. With increasing lake area and water depth, temporal variations in the magnitude of physical mixing affecting different pelagic populations are likely to decline. Reduced external input of nutrients and DOC per unit water volume with increasing lake size should also reduce the carrying capacity for phytoplankton, zooplankton, bacteria and fish per unit volume and, thereby, dampen population changes and blooms.",False,False,
158,lakes1,5,True,"## Materials and methods
## Study sites
We studied lake metabolism in relation to physical, chemical and biological characteristics for about 1 week (6-8 days) in 25 medium to high alkaline lakes during May and June 2007. Systems ranged from ponds (0.1 ha) to midsized (1,729 ha) lakes, and were all located in calcareous moraines in Denmark (Table 1). Lakes were sampled in a random order to avoid bias from changing meteorological conditions during the study. Throughout the study, meteorological conditions were measured from a buoy placed on Lake Slotssø. Daily average wind speed (0.3-5.4 m s -1 , min-max) and solar irradiance (5-55 mol photons m -2 day -1 ) showed large daily variability, but did not change significantly during the course of the study. Lakes were chosen to cover large ranges in lake size, forest cover, TP, Chl and DOC concentrations. Lake area, catchment area, %forest cover in the catchment and drainage ratio (catchment area:lake area) were obtained for each lake using the digital Areal Information System (Nielsen et al. 2000). To evaluate effects of forest cover on local wind and light conditions, we also determined the proportion of forest in the 200 m wide riparian zone around the lakes from aerial photographs.",False,True,
